date,ch1,ch2,hono,error
44968.86353,1.324260426,1.615745639,-0.289846772,0.106791136
44968.86388,1.322761233,1.674238246,-0.349840427,0.10079177
44968.86422,1.378016457,1.614497776,-0.234776368,0.112298176
44968.86457,1.376517264,1.495640768,-0.117420408,0.124033772
44968.86492,1.431772488,1.554133375,-0.120589426,0.12371687
44968.86527,1.316764459,1.553509443,-0.235115818,0.112264231
44968.86561,1.20175643,1.612002051,-0.408758747,0.094899938
44968.86596,1.257011655,1.552261581,-0.293694689,0.106406344
44968.86631,1.312266879,1.492521111,-0.17863063,0.11791275
44968.86665,1.254013268,1.551013718,-0.295448922,0.10623092
